职位标题,薪资,薪资单位,结算方式,公司名称,发布时间,职位详情,职位链接
临时兼职叠衣服包装工，女生,20,小时,日结,深圳市隆缘裳服饰有限公司,04-28,"1、会叠衣服，会包装，要身体健康者
2、做事麻利，有基础量要求
3、女装（T恤、裤子，针织衫、套装等）
4、早上9点-22点，可日结、次日结，工期完了结
5、长期有工做（要做事麻利者）
禁止转载

联系我时请说明在1010兼职网看到的
联系人：杨小姐
公司地址：南山区粤海工业区动漫园6栋601室 [交通地图]
微信：13480852486
提示：请不要交钱给任何单位",https://sz.1010jz.com/qita/a1801113.html
临时电商服装包装/男生,20,小时,次日结,深圳市隆缘裳服饰有限公司,04-28,"主要工作如下【次日结】
1，打包、叠盒子、装快递袋、贴面单

要求：
动手能力强，干净做事麻利
慢动作勿扰，尊重时效。谢谢
做完次日结，
禁止转载

联系我时请说明在1010兼职网看到的
联系人：杨
公司地址：南山区粤海工业区动漫园6栋601室 [交通地图]
手机：134 8085 ****点击查看完整电话
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1795842.html
课包推广,300,天,次日结,深圳市弘阅教育科技有限公司,04-28,"推广兼职（长期）

工作内容：
学校周边售卖小课包及拿电话号码
工作要求：
男女皆可，吃苦耐劳，有经验优先
工作时间：
无时间限制，多劳多得

薪资待遇：
8元/有效单，课包50元/个

工作地点：
南山区后海大道2320号电力花园二期安荟邻1楼

PS：加微信备注好”推广兼职“
禁止转载

联系我时请说明在1010兼职网看到的
联系人：willia
公司地址：宝安区中洲购物广场 [交通地图]
手机：138 0223 ****点击查看完整电话
微信：13802233644
提示：请不要交钱给任何单位",https://sz.1010jz.com/market/a1768932.html
周末兼职服务员,20,小时,月结,深圳市越小品餐饮管理有限公司欢乐港湾店,04-28,"负责接待顾客，上茶水，收桌，下午卫生清洁，需要有餐饮健康证，为人有礼貌有耐心，动作敏捷迅速，有服务员工作经验，薪资月结，每个月15号统一发招商银行，上班时间：17点半-21点半，非诚勿扰谢谢！
禁止转载

联系我时请说明在1010兼职网看到的
联系人：陈店长
公司地址：深圳市宝安区华侨城欢乐港湾东岸B1层越小品 [交通地图]
手机：135 2877 ****点击查看完整电话
微信：13528773561
提示：请不要交钱给任何单位",https://sz.1010jz.com/fuwuyuan/a1799392.html
日结开卡员,面议,,,深圳市鑫荣鑫人力资源有限公司,04-28,无法获取职位详情,https://sz.1010jz.com/qita/a1801104.html
坪山耳机厂长白班 日结做事轻松简单,17,小时,日结,深圳美帮信息咨询有限公司,04-28,"坪山耳机厂 日结。日结 
招聘长白班 不用面试直接上班。
员工17=16+1元/小时(要求7天全勤
工期7天，可长期做

做满3天后，第四天开始每天下班发150，剩余工资月结。
年龄18～52岁，男女不限，政策放宽，能干活统统接收
不体检，不面试，包进厂
普通工衣+全坐班
主要生产蓝牙耳机，数据线打包装，贴标签，放说明书，折盒子，简单手工活，

【员工单价】:17元/小时，要求7天全勤，工期7天以上，可以长期做

【招聘要求】：18-52岁，政策放宽，能好好上班都接收。
【吃住细节】：不包吃，提供宿舍，住宿+水电=12块每天，三天后每天下班发薪

注意：进入车间需要过安检门，手机，钱包，香烟，打火机不能带进车间，有柜子放，车间为无铁车间，建议穿运动裤，拖鞋可上班。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：蒲先生
公司地址：福田保税区四号门公交站 [交通地图]
手机：135 3014 ****点击查看完整电话
微信：13530143532
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1695078.html
招福田日结服务员,19,小时,日结,深圳白羽管理服务有限公司,04-27,"日结19/小时
岗厦地铁站附近招多名服务员
上班时间11:30-20:00
禁止转载

联系我时请说明在1010兼职网看到的
联系人：翁经理
公司地址：深圳市沙井街道沙头社区康民路166-198号 [交通地图]
手机：192 0057 ****点击查看完整电话
微信：19200578690
提示：请不要交钱给任何单位",https://sz.1010jz.com/fuwuyuan/a1800975.html
华润万家社区超市招聘兼职,22,小时,月结,润家商业（深圳）有限公司,04-27,"岗位职责： 
1、负责做好货品销售记录、盘点、账目核对等工作，按规定完成各项销售统计工作；
2、完成商品的来货验收、上架陈列摆放、保质期检查、补货、退货、线上拣货、店内卫生、防损等；
3、其他店长安排的日常营业工作。
任职资格：
1、有相关工作经验者优先；
2、具有较强的沟通能力及服务意识，吃苦耐劳；
3、年龄18-45周岁，身体健康。
时薪：22.2元/小时，月不超96小时
招聘人数：12人
招聘门店：
1、嘉宝田分店：深圳市罗湖区笋岗路嘉宝田花园F1栋商场01层83单元。
2、银湖蓝山分店：深圳市罗湖区北环大道1026号银湖蓝山汇10#楼1A号商铺。
3、虹湾分店：深圳市福田区下梅林北环大道6098号佐阾虹湾购物中心一楼L1035号商铺。
4、中旅店：深圳市福田区农科中心农园路与润田路交汇处港中旅花园首层商铺。
5、青橙时代店：深圳市罗湖区布心东晓路北端青橙时代公寓A栋附楼首层。

禁止转载

联系我时请说明在1010兼职网看到的
联系人：余小姐
公司地址：罗湖区黄贝街道怡景路2008号深圳国家动漫画产业基地动漫大厦16层 [交通地图]
手机：137 1530 ****点击查看完整电话
微信：13715306567
QQ：281646848
提示：请不要交钱给任何单位",https://sz.1010jz.com/dianyuan/a1796751.html
深圳高薪外呼兼职,300,天,周结,新东方彼岸（深圳）教育科技有限公司,04-26,"新东方学校招聘
【兼职电话客服招聘人数】：5人
【工作地点】
福田区华融大厦A座3楼
【工作时间】
全天：
早班10:00--18.00，
晚班14.00-20.00
【工作内容】
电话外呼，邀约家长参加活动课程或加微信都是有钱拿

【工作要求】
普通话表达流畅，具有良好的沟通能力，抗压力强，重点做的好可以做日结。
【薪资】
工资周结底薪150元 +提成，邀约有意向体验1个4元，（基本收入160元以上）做的好可惜做日结
【联系人】
陈老师

【报名方式】私聊我发送 “电话兼职” 给我即可~
禁止转载

联系我时请说明在1010兼职网看到的
联系人：陈老师
公司地址：深圳市福田区国际商会大厦A栋201 [交通地图]
手机：182 9604 ****点击查看完整电话
微信：18296040211
QQ：444344842
提示：请不要交钱给任何单位",https://sz.1010jz.com/wenmi/a1794005.html
高薪客服兼职,200,天,周结,新东方彼岸（深圳）教育科技有限公司,04-26,"新东方学校招聘
【兼职电话客服招聘人数】：5人
【工作地点】
福田区华融大厦A座3楼
【工作时间】
全天：
早班10:00--18.00，
晚班14.00-20.00
【工作内容】
电话外呼，邀约家长参加活动课程或加微信都是有钱拿

【工作要求】
普通话表达流畅，具有良好的沟通能力，抗压力强，重点做的好可以做日结。
【薪资】
工资周结底薪150元 +提成，邀约有意向体验1个4元，（基本收入160元以上）做的好可惜做日结
【联系人】
陈老师

【报名方式】私聊我发送 “电话兼职” 给我即可~
禁止转载

联系我时请说明在1010兼职网看到的
联系人：陈老师
公司地址：深圳市福田区国际商会大厦A栋201 [交通地图]
手机：182 9604 ****点击查看完整电话
微信：444344842
提示：请不要交钱给任何单位",https://sz.1010jz.com/wenmi/a1800300.html
深圳潮汕美食节,180,天,日结,清远市清城区横荷少少美食店,04-26,"深圳潮汕美食节，工作地点：深圳湾睿印RAIL IN L1层东南广场地铁9/11号线红树湾南站或2号线红树湾站
招聘促销售货员，要求女性多名，
工作要求：打杂，打包，叫卖，出货，手脚灵活，
工作待遇高，包吃工作餐，潮汕人优先，有意者请联系
工作时间：5月1号-5号早上10点晚上10点
禁止转载

联系我时请说明在1010兼职网看到的
联系人：雷生
公司地址：清远市清城区茶博城 [交通地图]
手机：134 2229 ****点击查看完整电话
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/cuxiao/a1801098.html
海报制作平面师,150,天,完工结,深圳世纪宏源科技有限公司,04-25,"按单来算100 100到150之间平面设计师负责设计会展相关的海报制作展板，在家也可以8:30到5:30
禁止转载

联系我时请说明在1010兼职网看到的
联系人：李
公司地址：龙华 [交通地图]
手机：137 6027 ****点击查看完整电话
提示：请不要交钱给任何单位",https://sz.1010jz.com/wenmi/a1794202.html
晚上有空。过来兼职，工资现结,80,天,日结,深圳市翔斌物业管理有限公司,04-25,"下班现结，招晚上送货员，主要为大型连锁餐饮店配送原材料。把货车上的货物从车上搬到餐厅的货仓里摆放好。一天两个班，晚上班是八点半到十二点半，四个小时100元，早上是两点半到六点半，四小时一百元，跟车送货，坐车的时间多，干活的时间不多，可以干两个班，下班结工资。请坐车到梅龙天桥，福田党校这个站其中之一下车都可以，地铁站孖岭站C出口。下午七点半到，金丰花园小区一栋二单元。可以长期干，过年过节不放假。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：周生
公司地址：福田区皇岗北路 [交通地图]
手机：150 1410 ****点击查看完整电话
微信：15014108611
提示：请不要交钱给任何单位",https://sz.1010jz.com/qita/a1757831.html
现结招晚上跟车送货员,100,天,日结,深圳市翔斌物业管理有限公司,04-25,"下班现结，招晚上送货员，主要为大型连锁餐饮店配送原材料。把货车上的货物从车上搬到餐厅的货仓里摆放好。一天两个班，晚上班是八点半到十二点半，四个小时100元，早上是两点半到六点半，四小时100元，跟车送货，坐车的时间多，干活的时间不多，可以干两个班，下班结工资。请坐车到梅龙天桥，福田党校这个站其中之一下车都可以，地铁站孖岭站C出口。下午七点半到，金丰花园小区一栋二单元。可以长期干，过年过节不放假。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：周永红
公司地址：福田区皇岗北路 [交通地图]
手机：150 1410 ****点击查看完整电话
提示：请不要交钱给任何单位",https://sz.1010jz.com/qita/a1743838.html
服务员/周末兼职/包工作餐,25,小时,周结,丹桂轩饮食（深圳）有限公司,04-25,"一、企业介绍
丹桂轩创建于1995年，以创新粤菜为主，精雕细琢，致力打造餐饮艺术和品位相融的至高境界，经过二十多年的努力，现已在深圳、澳门等地设立8家分店。
      公司本着“以人为本”的管理理念，以“团队管理”为主要模式，把员工摆在公司发展的核心地位，重视员工潜能的发挥，为员工提供广阔的升职及加薪机会，诚邀广大热衷于饮食服务行业，并有意于在本公司施展才华的人才加盟我公司。本公司为您提供一个展现自我，实现人生梦想的大舞台。
       丹桂轩真诚欢迎你加入我们的团队，与丹桂轩共享成长！
二、诚聘以下岗位：酒楼兼职/临时工
工作内容及待遇：
1、岗位：服务员/传菜员
2、岗位要求：
2.1、年龄18-35周岁，男女不限，身体健康，学历不限；有酒楼工作经验者，在校学生或人员均可！
2.2、需要有餐饮健康证
2.3、工作时间：09:00-20:00，取中间八小时上班。
3、待遇：
1、25元/小时；法定假三倍计算。包吃，不包住。
2、以上岗位均免费提供工作餐、工作服、不提供宿舍；
上班需自备黑色皮鞋与黑色袜子；
上班需自备黑色皮鞋与黑色
上班地址：南山区上班。
面试时间每周一~周五下午15:00-16:30
禁止转载

联系我时请说明在1010兼职网看到的
联系人：刘小姐
公司地址：南山区华侨城香山街波托菲诺会所1楼丹桂轩 [交通地图]
手机：150 1256 ****点击查看完整电话
微信：15012563220
提示：请不要交钱给任何单位",https://sz.1010jz.com/fuwuyuan/a1798938.html
